ID,Ulasan,Label
2671,"udah dapet diskon gede, performa mantep jg",positif
2672,"katanya irit, tp nyatanya boros cuy 😤",negatif
2673,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2674,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2675,mobilnya MANTUL bgttt 😍👍,positif
2676,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2677,mobilnya MANTUL bgttt 😍👍,positif
2678,puas bgt dah ama mobilnya 🚗💨,positif
2679,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2680,"udah dapet diskon gede, performa mantep jg",positif
2681,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2682,"gak nyesel beli ini sih, bener2 irit!!",positif
2683,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2684,mobilnya MANTUL bgttt 😍👍,positif
2685,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2686,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2687,"td nya ragu, tp pas coba mantap jiwa",positif
2688,"td nya ragu, tp pas coba mantap jiwa",positif
2689,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2690,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2691,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2692,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2693,mobilnya MANTUL bgttt 😍👍,positif
2694,"td nya ragu, tp pas coba mantap jiwa",positif
2695,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2696,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2697,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2698,"katanya irit, tp nyatanya boros cuy 😤",negatif
2699,"gila sih ini, mesin berisik parah 😤",negatif
2700,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2701,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2702,"udah dapet diskon gede, performa mantep jg",positif
2703,murmer tp ga murahan 😁,positif
2704,murmer tp ga murahan 😁,positif
2705,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2706,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2707,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2708,"td nya ragu, tp pas coba mantap jiwa",positif
2709,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2710,mobilnya MANTUL bgttt 😍👍,positif
2711,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2712,puas bgt dah ama mobilnya 🚗💨,positif
2713,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2714,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2715,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2716,puas bgt dah ama mobilnya 🚗💨,positif
2717,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2718,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2719,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2720,"gila sih ini, mesin berisik parah 😤",negatif
2721,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2722,"udah dapet diskon gede, performa mantep jg",positif
2723,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2724,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2725,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2726,"udah dapet diskon gede, performa mantep jg",positif
2727,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2728,puas bgt dah ama mobilnya 🚗💨,positif
2729,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2730,puas bgt dah ama mobilnya 🚗💨,positif
2731,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2732,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2733,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2734,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2735,"udah dapet diskon gede, performa mantep jg",positif
2736,mobilnya MANTUL bgttt 😍👍,positif
2737,interiornya kyk mainan anak2 😬,negatif
2738,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2739,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2740,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2741,mobilnya MANTUL bgttt 😍👍,positif
2742,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2743,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2744,"udah dapet diskon gede, performa mantep jg",positif
2745,"gila sih ini, mesin berisik parah 😤",negatif
2746,"gila sih ini, mesin berisik parah 😤",negatif
2747,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2748,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2749,"gak nyesel beli ini sih, bener2 irit!!",positif
2750,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2751,murmer tp ga murahan 😁,positif
2752,"katanya irit, tp nyatanya boros cuy 😤",negatif
2753,murmer tp ga murahan 😁,positif
2754,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2755,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2756,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2757,mobilnya MANTUL bgttt 😍👍,positif
2758,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2759,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2760,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2761,"gak nyesel beli ini sih, bener2 irit!!",positif
2762,"udah dapet diskon gede, performa mantep jg",positif
2763,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2764,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2765,"udah dapet diskon gede, performa mantep jg",positif
2766,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2767,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2768,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2769,murmer tp ga murahan 😁,positif
2770,"td nya ragu, tp pas coba mantap jiwa",positif
2771,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2772,"td nya ragu, tp pas coba mantap jiwa",positif
2773,interiornya kyk mainan anak2 😬,negatif
2774,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2775,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2776,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2777,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2778,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2779,"udah dapet diskon gede, performa mantep jg",positif
2780,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2781,"katanya irit, tp nyatanya boros cuy 😤",negatif
2782,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2783,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2784,"td nya ragu, tp pas coba mantap jiwa",positif
2785,"gila sih ini, mesin berisik parah 😤",negatif
2786,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2787,"td nya ragu, tp pas coba mantap jiwa",positif
2788,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2789,interiornya kyk mainan anak2 😬,negatif
2790,"gak nyesel beli ini sih, bener2 irit!!",positif
2791,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2792,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2793,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2794,"gila sih ini, mesin berisik parah 😤",negatif
2795,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2796,murmer tp ga murahan 😁,positif
2797,interiornya kyk mainan anak2 😬,negatif
2798,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2799,interiornya kyk mainan anak2 😬,negatif
2800,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2801,"gila sih ini, mesin berisik parah 😤",negatif
2802,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2803,"katanya irit, tp nyatanya boros cuy 😤",negatif
2804,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2805,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2806,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2807,"udah dapet diskon gede, performa mantep jg",positif
2808,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2809,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2810,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2811,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2812,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2813,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2814,"gila sih ini, mesin berisik parah 😤",negatif
2815,"td nya ragu, tp pas coba mantap jiwa",positif
2816,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2817,interiornya kyk mainan anak2 😬,negatif
2818,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2819,"udah dapet diskon gede, performa mantep jg",positif
2820,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2821,"td nya ragu, tp pas coba mantap jiwa",positif
2822,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2823,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2824,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2825,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2826,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2827,"udah dapet diskon gede, performa mantep jg",positif
2828,"td nya ragu, tp pas coba mantap jiwa",positif
2829,"gila sih ini, mesin berisik parah 😤",negatif
2830,"katanya irit, tp nyatanya boros cuy 😤",negatif
2831,"gak nyesel beli ini sih, bener2 irit!!",positif
2832,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2833,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2834,puas bgt dah ama mobilnya 🚗💨,positif
2835,puas bgt dah ama mobilnya 🚗💨,positif
2836,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2837,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2838,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2839,puas bgt dah ama mobilnya 🚗💨,positif
2840,murmer tp ga murahan 😁,positif
2841,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2842,murmer tp ga murahan 😁,positif
2843,"td nya ragu, tp pas coba mantap jiwa",positif
2844,"katanya irit, tp nyatanya boros cuy 😤",negatif
2845,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2846,mobilnya MANTUL bgttt 😍👍,positif
2847,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2848,"gila sih ini, mesin berisik parah 😤",negatif
2849,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2850,interiornya kyk mainan anak2 😬,negatif
2851,interiornya kyk mainan anak2 😬,negatif
2852,murmer tp ga murahan 😁,positif
2853,"td nya ragu, tp pas coba mantap jiwa",positif
2854,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2855,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2856,"gila sih ini, mesin berisik parah 😤",negatif
2857,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2858,interiornya kyk mainan anak2 😬,negatif
2859,"katanya irit, tp nyatanya boros cuy 😤",negatif
2860,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2861,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2862,mobilnya MANTUL bgttt 😍👍,positif
2863,"gak nyesel beli ini sih, bener2 irit!!",positif
2864,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2865,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2866,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2867,"gak nyesel beli ini sih, bener2 irit!!",positif
2868,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2869,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2870,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2871,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2872,"gak nyesel beli ini sih, bener2 irit!!",positif
2873,"gila sih ini, mesin berisik parah 😤",negatif
2874,mobilnya MANTUL bgttt 😍👍,positif
2875,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2876,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2877,puas bgt dah ama mobilnya 🚗💨,positif
2878,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2879,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2880,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2881,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2882,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2883,"gak nyesel beli ini sih, bener2 irit!!",positif
2884,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2885,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2886,"katanya irit, tp nyatanya boros cuy 😤",negatif
2887,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2888,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2889,"udah dapet diskon gede, performa mantep jg",positif
2890,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2891,mobilnya MANTUL bgttt 😍👍,positif
2892,interiornya kyk mainan anak2 😬,negatif
2893,mobilnya MANTUL bgttt 😍👍,positif
2894,"katanya irit, tp nyatanya boros cuy 😤",negatif
2895,murmer tp ga murahan 😁,positif
2896,"udah dapet diskon gede, performa mantep jg",positif
2897,"katanya irit, tp nyatanya boros cuy 😤",negatif
2898,interiornya kyk mainan anak2 😬,negatif
2899,"udah dapet diskon gede, performa mantep jg",positif
2900,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2901,"katanya irit, tp nyatanya boros cuy 😤",negatif
2902,"udah dapet diskon gede, performa mantep jg",positif
2903,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2904,"gak nyesel beli ini sih, bener2 irit!!",positif
2905,"udah dapet diskon gede, performa mantep jg",positif
2906,"udah dapet diskon gede, performa mantep jg",positif
2907,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2908,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2909,puas bgt dah ama mobilnya 🚗💨,positif
2910,interiornya kyk mainan anak2 😬,negatif
2911,puas bgt dah ama mobilnya 🚗💨,positif
2912,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2913,mobilnya MANTUL bgttt 😍👍,positif
2914,"gak nyesel beli ini sih, bener2 irit!!",positif
2915,interiornya kyk mainan anak2 😬,negatif
2916,GA REKOMEN!! bnyk fitur fake news 😒,negatif
2917,murmer tp ga murahan 😁,positif
2918,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2919,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2920,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2921,interiornya kyk mainan anak2 😬,negatif
2922,"udah dapet diskon gede, performa mantep jg",positif
2923,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2924,"gila sih ini, mesin berisik parah 😤",negatif
2925,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2926,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2927,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2928,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2929,murmer tp ga murahan 😁,positif
2930,mobilnya MANTUL bgttt 😍👍,positif
2931,"td nya ragu, tp pas coba mantap jiwa",positif
2932,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2933,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2934,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2935,murmer tp ga murahan 😁,positif
2936,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2937,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2938,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
2939,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2940,"udah dapet diskon gede, performa mantep jg",positif
2941,"gak nyesel beli ini sih, bener2 irit!!",positif
2942,"gak nyesel beli ini sih, bener2 irit!!",positif
2943,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2944,puas bgt dah ama mobilnya 🚗💨,positif
2945,murmer tp ga murahan 😁,positif
2946,"gak nyesel beli ini sih, bener2 irit!!",positif
2947,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
2948,puas bgt dah ama mobilnya 🚗💨,positif
2949,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2950,"gak nyesel beli ini sih, bener2 irit!!",positif
2951,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2952,"gila sih ini, mesin berisik parah 😤",negatif
2953,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2954,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2955,"katanya irit, tp nyatanya boros cuy 😤",negatif
2956,"gak nyesel beli ini sih, bener2 irit!!",positif
2957,"gila sih ini, mesin berisik parah 😤",negatif
2958,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2959,"katanya irit, tp nyatanya boros cuy 😤",negatif
2960,"gila sih ini, mesin berisik parah 😤",negatif
2961,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2962,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2963,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2964,"katanya irit, tp nyatanya boros cuy 😤",negatif
2965,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2966,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2967,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2968,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2969,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2970,"gak nyesel beli ini sih, bener2 irit!!",positif
2971,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2972,"gak nyesel beli ini sih, bener2 irit!!",positif
2973,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2974,"udah dapet diskon gede, performa mantep jg",positif
2975,"Pelayanan CS-nya B aja, slow respon 😑",negatif
2976,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
2977,"udah dapet diskon gede, performa mantep jg",positif
2978,interiornya kyk mainan anak2 😬,negatif
2979,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2980,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2981,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2982,"td nya ragu, tp pas coba mantap jiwa",positif
2983,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
2984,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
2985,murmer tp ga murahan 😁,positif
2986,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2987,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2988,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2989,puas bgt dah ama mobilnya 🚗💨,positif
2990,"gak nyesel beli ini sih, bener2 irit!!",positif
2991,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2992,mobilnya MANTUL bgttt 😍👍,positif
2993,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
2994,"gak nyesel beli ini sih, bener2 irit!!",positif
2995,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
2996,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
2997,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
2998,"gila sih ini, mesin berisik parah 😤",negatif
2999,"td nya ragu, tp pas coba mantap jiwa",positif
3000,"Pelayanan CS-nya B aja, slow respon 😑",negatif
3001,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3002,"gak nyesel beli ini sih, bener2 irit!!",positif
3003,mobilnya MANTUL bgttt 😍👍,positif
3004,puas bgt dah ama mobilnya 🚗💨,positif
3005,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3006,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3007,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3008,"gak nyesel beli ini sih, bener2 irit!!",positif
3009,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3010,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3011,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
3012,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3013,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3014,"gak nyesel beli ini sih, bener2 irit!!",positif
3015,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3016,murmer tp ga murahan 😁,positif
3017,"td nya ragu, tp pas coba mantap jiwa",positif
3018,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3019,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3020,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3021,murmer tp ga murahan 😁,positif
3022,mobilnya MANTUL bgttt 😍👍,positif
3023,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3024,"Pelayanan CS-nya B aja, slow respon 😑",negatif
3025,"Pelayanan CS-nya B aja, slow respon 😑",negatif
3026,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3027,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3028,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3029,murmer tp ga murahan 😁,positif
3030,"td nya ragu, tp pas coba mantap jiwa",positif
3031,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
3032,"udah dapet diskon gede, performa mantep jg",positif
3033,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3034,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3035,mobilnya MANTUL bgttt 😍👍,positif
3036,"td nya ragu, tp pas coba mantap jiwa",positif
3037,"td nya ragu, tp pas coba mantap jiwa",positif
3038,murmer tp ga murahan 😁,positif
3039,murmer tp ga murahan 😁,positif
3040,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3041,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3042,"td nya ragu, tp pas coba mantap jiwa",positif
3043,interiornya kyk mainan anak2 😬,negatif
3044,"katanya irit, tp nyatanya boros cuy 😤",negatif
3045,"gak nyesel beli ini sih, bener2 irit!!",positif
3046,"gila sih ini, mesin berisik parah 😤",negatif
3047,"gila sih ini, mesin berisik parah 😤",negatif
3048,"udah dapet diskon gede, performa mantep jg",positif
3049,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3050,"gila sih ini, mesin berisik parah 😤",negatif
3051,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3052,"udah dapet diskon gede, performa mantep jg",positif
3053,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3054,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3055,"gila sih ini, mesin berisik parah 😤",negatif
3056,"katanya irit, tp nyatanya boros cuy 😤",negatif
3057,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3058,murmer tp ga murahan 😁,positif
3059,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3060,interiornya kyk mainan anak2 😬,negatif
3061,"udah dapet diskon gede, performa mantep jg",positif
3062,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3063,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3064,"td nya ragu, tp pas coba mantap jiwa",positif
3065,"udah dapet diskon gede, performa mantep jg",positif
3066,puas bgt dah ama mobilnya 🚗💨,positif
3067,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
3068,"gila sih ini, mesin berisik parah 😤",negatif
3069,puas bgt dah ama mobilnya 🚗💨,positif
3070,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
3071,"gila sih ini, mesin berisik parah 😤",negatif
3072,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3073,"gak nyesel beli ini sih, bener2 irit!!",positif
3074,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
3075,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3076,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
3077,interiornya kyk mainan anak2 😬,negatif
3078,"gila sih ini, mesin berisik parah 😤",negatif
3079,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3080,interiornya kyk mainan anak2 😬,negatif
3081,interiornya kyk mainan anak2 😬,negatif
3082,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3083,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3084,interiornya kyk mainan anak2 😬,negatif
3085,interiornya kyk mainan anak2 😬,negatif
3086,murmer tp ga murahan 😁,positif
3087,"td nya ragu, tp pas coba mantap jiwa",positif
3088,"katanya irit, tp nyatanya boros cuy 😤",negatif
3089,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
3090,puas bgt dah ama mobilnya 🚗💨,positif
3091,"gak nyesel beli ini sih, bener2 irit!!",positif
3092,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
3093,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3094,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3095,"gak nyesel beli ini sih, bener2 irit!!",positif
3096,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3097,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3098,puas bgt dah ama mobilnya 🚗💨,positif
3099,"gila sih ini, mesin berisik parah 😤",negatif
3100,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3101,"udah dapet diskon gede, performa mantep jg",positif
3102,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3103,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
3104,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3105,"td nya ragu, tp pas coba mantap jiwa",positif
3106,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
3107,murmer tp ga murahan 😁,positif
3108,"gak nyesel beli ini sih, bener2 irit!!",positif
3109,murmer tp ga murahan 😁,positif
3110,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3111,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
3112,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
3113,"gak nyesel beli ini sih, bener2 irit!!",positif
3114,"gak nyesel beli ini sih, bener2 irit!!",positif
3115,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3116,murmer tp ga murahan 😁,positif
3117,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
3118,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
3119,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3120,murmer tp ga murahan 😁,positif
3121,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
3122,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
3123,"Pelayanan CS-nya B aja, slow respon 😑",negatif
3124,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
3125,puas bgt dah ama mobilnya 🚗💨,positif
3126,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3127,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3128,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3129,puas bgt dah ama mobilnya 🚗💨,positif
3130,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
3131,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3132,mobilnya MANTUL bgttt 😍👍,positif
3133,GA REKOMEN!! bnyk fitur fake news 😒,negatif
3134,"Pelayanan CS-nya B aja, slow respon 😑",negatif
3135,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
3136,"udah dapet diskon gede, performa mantep jg",positif
3137,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
3138,"udah dapet diskon gede, performa mantep jg",positif
3139,"td nya ragu, tp pas coba mantap jiwa",positif
