ID,Name,Industry,Description,Year Founded,Employees,State,City,Metro Area,Total Revenue,Total Expense,Total Profit
468,Crazyclausius,Education,A technology company focused on delivering data systems to improve student performance in K-12 education.,2010,75,TX,Austin,Austin,12731618.52,3253146.07,9478472.45
469,Lowdirect,Government Services,"A service-disabled, veteran-owned small business that provides business management and technology consulting to government, non-profits and commercial clients in the areas of program and financial management, technology services and training.",2011,56,MD,Annapolis,Baltimore,9034768.02,12056055.8,-3021287.78
470,Improvelonely,Software,"Provides technology services and tools to assist progressive campaigns and organizations, including President Obama's campaign, labor unions and the Democratic National Committee, with fundraising, organizing and social media networking.",2010,150,DC,Washington,"Washington, DC",7490889.71,577601.64,6913288.07
471,Ballerpaint,Business Products & Services,"A design firm that uses a business-first research process to solve corporate website, commerce portal and mobile application problems. Its clients include Johns Hopkins Medicine, Highmark and Deloitte.",2008,32,PA,Harrisburg,"Harrisburg-Carlisle, PA",6022114.96,4239666.76,1782448.2
472,Crashingsubmitted,Government Services,"Provides proactive preventative care to military veterans. Three Wire also consults with corporate HR and management teams to teach organizations how to recruit, retain, and interface with military veterans and service members.",2009,52,VA,Falls Church,"Washington, DC",12209447.41,3713303.12,8496144.29
473,Peskyevaluate,IT Services,A boutique information technology services firm that provides career coaching to IT candidates and IT recruitment and placement services.,2010,45,VA,Richmond,"Richmond, VA",9637053.24,5239067.96,4397985.28
474,Circinuscategory,IT Services,Provides comprehensive IT services 24/7 to ensure businesses' IT needs are always met.,2013,32,NJ,Cranbury,"Trenton-Ewing, NJ",11998005.35,6152603.16,5845402.19
475,Bitwisegland,Business Products & Services,"Validates, scales and manages early stage and growth ventures using a hands-on approach to help entrepreneurs and investors experience commercial success.",2014,27,AZ,Scottsdale,Phoenix,13128102.56,5283966.77,7844135.79
476,Chestnutanorexia,Government Services,"A veteran-owned small business that manages and completes government contracts, often placing veterans in appropriate government jobs on a contract basis.",2013,30,VA,Stafford,"Washington, DC",10062509.69,6140409.57,3922100.11
477,Waterka,Government Services,"Performs facility operations and maintenance services such as planning, HVAC and preventive maintenance services as well as integrated management services such as logistics and IT for government agencies and commercial clients.",2005,115,MD,Columbia,Baltimore,8573111.69,7593779.93,979331.76
478,Muttletpocket,IT Services,Provides on-site and remote outsourced IT consulting services in the Intermountain West.,2012,36,UT,South Jordan,Salt Lake City,12570231.68,8795278.19,3774953.5
479,Fiercearc,Food & Beverage,"An online grocer that delivers fresh, high-quality organic produce and other natural groceries to homes, offices and schools.",2011,262,CO,Louisville,"Boulder, CO",5717578.19,7419613.57,-1702035.38
480,Affinemisguided,Business Products & Services,"A consulting firm focused on helping nonprofits implement and optimize their use of Salesforce. To date, it has worked with more than 650 nonprofits in the areas of technical consulting, support and training.",2003,15,TX,Austin,Austin,14248365.34,1992239.49,12256125.85
481,Chiselledcarpal,Human Resources,Provides customized IT staffing and consulting services to global corporations such as Amazon and JPMorgan Chase.,2013,23,NY,New York,New York City,11199313.18,5103773.84,6095539.34
482,Pluggedword,Retail,Offers mens' and ladies' discounted luxury watches online.,2009,9,FL,Pembroke Pines,Miami,12354998.39,3877233.25,8477765.14
483,Trappedvia,Consumer Products & Services,Creates and produces all-natural pet food made from fresh ingredients.,2013,100,NJ,Secaucus,New York City,11930579.65,2493438,9437141.64
484,Clocksgarrulous,Government Services,"Provides strategy, management, and engineering services to help government clients achieve new mission capabilities, improve operations, and reduce costs.",2014,29,VA,Falls Church,"Washington, DC",12804838.14,4610139.36,8194698.78
485,Estermourn,Construction,"Provides a full service precast concrete and tilt-up service specializing in complex, multi-phase projects. It also provides rigging and hoisting services for the IT infrastructure industry.",2010,20,ID,Worley,,9657362.81,6991478.9,2665883.9
486,Glyderrhombus,Manufacturing,"Manufactures LED retrofit lamps and LED retrofit for HID features as well as other products meant to replace incandescent, fluorescent and HID lighting.",2010,11,IL,Cary,Chicago,14555011.03,6950288,7604723.03
487,Visitorglands,Energy,"Delivers energy through micro-grids, smart grid technology and renewable energy sources such as solar and wind power.",2012,11,MA,Cataumet,"Barnstable Town, MA",8004715.96,9136376.06,-1131660.1
488,Splashnuts,Construction,"Designs and builds precast and prestressed concrete buildings, specializing in structured parking, multi-unit residential and other mid- to high-rise buildings.",2012,272,FL,Apopka,"Orlando, FL",14071540.73,3936160.94,10135379.79
489,Aldabaranbox,Software,"Provides online ticketing, gate management, event registration, event marketing and payment processing for school districts across the country.",2010,15,IN,Anderson,"Anderson, IN",9211484.27,6580824.1,2630660.17
490,Filletsstrategy,Engineering,"A multi-disciplined engineering firm offering quality management, surveying and structural and instrumentation monitoring in mission critical situations.",2012,135,CA,Richmond,San Francisco,12306703.15,3976007.01,8330696.14
491,Athleticsstriker,Real Estate,"Offers title and closing services to individuals, small businesses and large corporate clients. Current clients include Chase Bank, Wells Fargo and PNC Mortgage.",2012,15,NY,Syosset,New York City,10024753.7,6915276.42,3109477.29
492,Lidarcastor,Human Resources,"Provides human resource outsourcing, professional search and recruiting/staffing services to small businesses through in-person support, innovative technology and years of HR experience.",2012,116,TX,Houston,Houston,11191352.38,1776437,9414915.39
493,Elderlyhair,IT Services,Offers IT staffing and recruiting to the healthcare industry. Its two primary business units are healthcare IT and general IT.,2013,21,FL,Jacksonville,"Jacksonville, FL",10952495.56,7905037.54,3047458.02
494,Colouredrecipe,IT Services,"Partners with government and commercial institutions to provide flexible and reliable services for audio/visual platforms, cloud computing, collaboration, data centers, information security, networking and professional services.",2010,34,KY,Louisville,"Louisville/Jefferson, KY-IN",11280267.33,6764715.62,4515551.72
495,Easterntwisted,IT Services,"Provides IT consulting and security services for government agencies and private enterprises such as security assessments, compliance certifications and testing for hardware and software systems.",2011,30,VA,Reston,"Washington, DC",11712183.06,7089745.13,4622437.92
496,Bindauthorized,Health,Provides private medical practices with electronic health record implementation and practice management services.,2011,31,FL,Tampa,Tampa,11721941.55,1585050.69,10136890.86
497,Wackparticle,Energy,"Provides pipeline, maintenance and integrity services to the oil, gas and power industries.",2011,2958,TX,The Woodlands,Houston,7979561.1,487628.41,7491932.69
498,Pointchough,Software,"Provides health information system, analytical service and Web application consulting for government, business and nonprofit agencies.",2014,36,MD,Baltimore,Baltimore,7388528.66,5927585.39,1460943.27
499,Dewflags,Logistics & Transportation,Helps clients manage shipping costs by auditing invoices to correct overcharging and providing data management and reporting platforms.,2012,8,UT,Lehi,"Provo-Orem, UT",11866025.04,4211418.61,7654606.42
500,Kidneyedgalvanic,Human Resources,"Specializes in the placement of qualified professionals in medical, legal, technology and office positions nationwide.",2014,75,DC,Washington,"Washington, DC",6958454.93,3419690.14,3538764.8
501,Sootycrushing,Software,"A technology systems integrator that provides strategies for data storage, networking, security and applications to the federal government and fortune 500 companies.",2011,41,VA,Reston,"Washington, DC",15331105.85,7964878.71,7366227.14
502,Nitrogenwoodlark,Food & Beverage,A franchise that offers premium rotating yogurt flavors and toppings using milk that has not been treated with rBST and featuring live and active cultures that have health benefits.,2014,5625,CA,Encino,Los Angeles,8530875.11,3373030.93,5157844.18
503,Reelingrebel,Human Resources,"Provides temporary staffing and direct placement services to the light industrial, clerical and professional services sector.",2013,938,IN,Columbus,"Columbus, IN",9451583.42,2712236.51,6739346.91
504,Cometscasting,Health,"Provides a data warehouse platform that integrates data from hospital source transaction systems into source data marts to help its client hospitals save money and make sense of financial, operational and patient experience data in transactional system silos across their organization.",2014,134,UT,Salt Lake City,Salt Lake City,6461337.93,4477298.72,1984039.22
505,Peamuddy,Insurance,"Specializes in providing health insurance, education and outreach to seniors.",2011,25,TN,Brentwood,Nashville,13041576.25,7828113.85,5213462.4
506,Proteincosines,Health,"Provides integrated healthcare information technology services to organizations including surgery centers, medical practices and hospitals.",2011,19,NJ,Rutherford,New York City,10427166.33,8534306.32,1892860.01
507,Gleanworn,IT Services,A technology company that offers simple tech services to solve complicated technological problems businesses may encounter.,2012,9,MI,Sterling Heights,Detroit,13311445.03,10881837.7,2429607.33
508,Thinkableexecute,Consumer Products & Services,Provides bulk book purchasing power to enterprise customers.,2009,8,CA,Irvine,Los Angeles,11284565.84,4658090.82,6626475.02
509,Centerbarriers,Manufacturing,"Provides sorting, inspecting and quality assurance services to manufacturers of parts and components in the automotive, medical device and recreational vehicle industries. It helps suppliers and OEMs identify the root cause of quality problems, minimize defects and reduce costs associated with quality issues.",2009,1299,IN,Fishers,"Indianapolis, IN",8505030.05,3135266.91,5369763.14
510,Girollesjones,Energy,Provides comprehensive oil field drilling and production services to oil & gas companies throughout the United States.,2011,362,CO,Denver,Denver,10854163.42,3407263.65,7446899.77
511,Chadhelpful,IT Services,"Provides enterprise performance management, business analytics and information management. Services include business planning, data integration and technology infrastructure.",2011,62,MA,Boston,Boston,7649046.81,5896735.03,1752311.78
512,Weedycavus,Government Services,"Offers expertise in IT services such as cyber security, software and database development and IT operations and maintenance.",2011,150,MD,Rockville,"Washington, DC",10565725.98,6607481.15,3958244.83
513,Reliablepaver,IT Services,"Provides enterprise consulting, cloud platform migration, custom application development and change management services and managed services. It is a Google Premier Enterprise Reseller and Microsoft National Systems Integrator with Gold Competency.",2011,91,CA,North Hollywood,Los Angeles,19888031.96,4011995.07,15876036.9
514,Kittensteller,Logistics & Transportation,"A freight brokerage, truckload, and less-than-truckload logistics provider.",2011,8,IN,Indianapolis,"Indianapolis, IN",15397395.92,7226846.9,8170549.02
515,Initialbricklayer,Food & Beverage,"Manufactures and markets a line of cut fruit under True Fruit label and distributes it to more than 6,000 grocery and convenience stores in the U.S. and Canada.",2010,8,CA,Orinda,San Francisco,11170716.94,8681342.56,2489374.38
516,Circlechop,Software,"Designs and develops interactive technology products and services. Products include a grid-based music sequencing software and services include interactive museum displays, touch-screen programs for stores and mobile interactive programs.",2010,14,CA,San Francisco,San Francisco,12176215.08,7531892.67,4644322.41
517,Itemswazzed,IT Services,"Provides a wide range of IT services, including product engineering, migration, process outsourcing, consulting, cloud computing, business intelligence, staffing, and mobile development.",2004,13,MN,Edina,Minneapolis,11326946.07,1741179.7,9585766.37
518,Sparrowchorizo,IT Services,"Delivers database managed services, including database administration, staffing and emergency support to nearly 300 mid-sized to Fortune 100 businesses.",2011,425,CO,Broomfield,Denver,9822056.58,4006202.18,5815854.41
519,Forcepdark,Human Resources,"Provides executive search and contract staffing services in the private, public and health care sectors.",2013,43,GA,Atlanta,Atlanta,8682993.68,6974267.3,1708726.38
520,Corylisten,Engineering,"A consultant in environmental services, energy and climate change services, IT and intelligence for major utilities, heavy industries, private sector and government agencies. Redhorse integrates information and technology with analysis and behavior to improve decision making, optimize operations, reduce ris, and help customers achieve their performance goals.",2010,82,CA,San Diego,San Diego,10818538.74,11130660.14,-312121.39
521,Pumpkinmothers,Health,"A consulting and professional services corporation providing services in public health science, bioinformatics and health IT.",2011,101,GA,Atlanta,Atlanta,13938282.39,6650420.13,7287862.27
522,Matcapillary,Software,Provides Netsuite integration connectors to solve end-to-end business processes that span multiple applications. It offers a mix of pre-built SmartConnectors and custom integrations for over 900 customers.,2011,64,CA,Redwood City,San Francisco,12997291.58,6642619.1,6354672.48
523,Presslute,Construction,"Designs, installs, and maintains commercial and residential solar and electrical systems.",2011,37,CA,El Cajon,San Diego,13140382.28,6095005.03,7045377.26
524,Infieldercub,Advertising & Marketing,"Builds user-centered digital interactions like mobile apps, multi-screen optimized websites and enterprise scale e-commerce for its clients.",2010,21,OR,Portland,"Portland, OR",9895942.29,1930391.22,7965551.08
525,Clapperstrict,Energy,Distributes energy efficient medium- and high-voltage equipment to major utilities in the Detroit area to help commercial and residential customers decrease energy consumption.,2013,26,MI,Detroit,Detroit,15798941.93,8011333.14,7787608.79
526,Latvianemployment,Computer Hardware,"Designs, manufactures and distributes public terminal systems and digital signage products to Fortune 100 companies and various US government branches. Its kiosk configurations are used in more than 35 industries including health care, hospitality and security.",2014,27,AZ,Scottsdale,Phoenix,9694772.84,2043418.64,7651354.19
527,Isstreets,Advertising & Marketing,"Provides search and digital marketing services including PPC, SEO, social media marketing, comparison shopping and feed management, display advertising and multichannel attribution management services.",2010,193,VA,Charlottesville,"Charlottesville, VA",9858422.11,2736339.62,7122082.49
528,Wealthabounding,Retail,"Designs and sells durable linen and leather handbags, as well as coordinating scarves, beach towels and jewelry.",2012,28,SC,Hilton Head Island,"Hilton Head Island-Beaufort, SC",6759563.2,2857480.72,3902082.48
529,Cleavagesling,Software,A software development and implementation firm that resells and implements ERP software for the manufacturing and distribution industries.,2012,19,OH,Boardman,"Youngstown-Warren-Boardman, OH-PA",16316257.91,1638779,14677478.91
530,Laboredshocked,IT Services,"Provides tailored technology services to organizations in the areas of technology support, cloud computing, data backup and recovery, network security, server virtualization, VoIP phones, website design, and project management.",2008,23,OR,Medford,"Medford, OR",16329350.7,2552994.66,13776356.04
531,Appaloosasmiling,IT Services,"Offers technological services to an array of international clients in the areas of engineering, IT, outsourcing, strategic planning, cyber security and government services.",2010,75,NC,Charlotte,Charlotte,12486681.55,5412212.42,7074469.13
532,Wimpleddrift,Business Products & Services,"Provides court reporting, legal videography, ESI processing, Web-based document depositories and trial presentation and consulting services in Nevada and Arizona.",2012,115,NV,Las Vegas,"Las Vegas-Paradise, NV",9972638.92,4786300.22,5186338.7
533,Clasticmach,Retail,An online retail company focused on technology and software services to drive efficiency.,2014,28,CT,Norwalk,"Bridgeport-Stamford-Norwalk, CT",12416719.94,1144312.52,11272407.42
534,Moldsare,Advertising & Marketing,"A boutique agency specializing in online and TV media buying for clients in music, fashion and film.",2013,13,CA,Culver City,Los Angeles,10411607.38,6622908.4,3788698.99
535,Expandcostgullible,IT Services,"Provides IT and enterprise software consulting services, using SAP and Oracle products including ERP, mobility and business intelligence applications.",2012,25,VA,Chantilly,"Washington, DC",13125401.93,10629623.14,2495778.79
536,Hypergalaxypegasus,Construction,"Provides landscaping maintenance to commercial properties, major landscaping installations and snow removal services.",2009,103,UT,Centerville,"Ogden-Clearfield, UT",11608119.48,2476838.75,9131280.72
537,Snashacceptor,Telecommunications,"Manufactures fiber optic equipment specializing in quality, cost-effective, OEM-compatible optical transceivers.",2012,39,NY,Latham,"Albany-Schenectady-Troy, NY",10260244.7,7190351.13,3069893.57
538,Famousknucklehead,Human Resources,"A business management service that offers employee benefits, an internal gym and a travel service among other services to ensure business' employees feel valued.",2010,45,CA,San Diego,San Diego,12287678.94,6676664.37,5611014.58
539,Collarbonebad,Advertising & Marketing,"A design, print and mailing company that specializes in creating industry-specific marketing programs centered around a consistent weekly marketing message.",2012,33,PA,Mohnton,"Reading, PA",12551143.86,13844677.26,-1293533.41
540,Cateredsweep,Human Resources,"A professional staffing and consulting firm that provides staff augmentation, contractors and direct hire placements for positions in IT, project management and change management.",2012,7,MN,Plymouth,Minneapolis,12847982.9,4533631.61,8314351.3
541,Rageenvious,IT Services,Provides information technology engineering and management services to help solve customer problems through technology.,2009,25,MD,Savage,Baltimore,9172436.32,4027892.74,5144543.59
542,Rowsitem,Energy,"Designs and delivers energy optimization services for electric, gas and water utility companies as well as residential, institutional and industrial organizations.",2014,1184,TX,Austin,Austin,8559135.19,4849674.86,3709460.32
543,Falterfeline,Energy,"A professional consulting firm delivering EPCM services, field service products and pipeline services to the energy industry",2013,611,TX,Houston,Houston,10026847.47,5114668.94,4912178.53
544,Rinkmusic,Health,A health and wellness company in the household and personal care space creating products exclusively for babies. Its home cleaning and child care products are made of ingredients that create a baby-safe world for them to be able to openly explore.,2013,37,NY,Westbury,New York City,14281434.78,8894016.48,5387418.3
545,Positiveneptunium,Human Resources,"Provides strategic HR and employee benefits communications, including marketing communication strategy, custom websites and print campaigns.",2010,24,CA,San Francisco,San Francisco,10468803.47,8286567.63,2182235.84
546,Scoreboardchaos,Retail,"A chain of classic and used video game stores that offers more than 10,000 games, systems and accessories per store for old game machines such as Atari 2600, Intellivision and NES.",2013,43,TX,Austin,Austin,10961729.83,8716872.89,2244856.94
547,Stimulusbison,Telecommunications,"A telecommunications provider delivering objective technical consulting on wide area networking, Internet and local/long distance voice needs.",2012,16,NV,Reno,"Reno-Sparks, NV",9456467.26,5757700.27,3698766.98
548,Landmarksbutters,Business Products & Services,"A warehousing, distribution and inventory management company that includes private label products, business analytics services and new product development.",2010,92,SC,Lake Wylie,Charlotte,9993548.8,5126316.64,4867232.16
549,Picklescrudivore,Health,"A psychiatric hospital system exclusively focused on eating disorders, providing the full spectrum of treatment services to adults, adolescents, children and their families.",2010,539,CO,Denver,Denver,12291917.93,752682.97,11539234.96
550,Pausehydrocarbon,Financial Services,"Operates 27 pawn and jewelry shops throughout central Florida, south Florida and Puerto Rico. La Familia's stores offer pawn loans and access to banking services such as bill pay, Western Union transactions and pre-paid debit cards.",2012,239,FL,Maitland,"Orlando, FL",8702652.5,2960638.87,5742013.63
551,Neodymiumscandalous,IT Services,Offers IT staffing and consulting and software development and customization.,2011,99,NJ,Edison,New York City,10437089.6,5630369.96,4806719.65
552,Februaryvanadium,IT Services,"A technology consulting firm that provides cyber security, data visualization and program management for federal agencies and commercial clients in many industries, including financial services, healthcare and utilities.",2010,116,MA,Rockland,,10457656.01,19011253.46,-8553597.45
553,Holdelongation,Real Estate,"A professional landlord service that helps property owners and investors rent and manage their residential real estate. It offers services for landlords including rent protection, property protection and eviction protection.",2011,130,MN,Minnetonka,Minneapolis,13389383.3,5728702.87,7660680.42
554,Avogadroethanoate,Health,Provides comprehensive corporate fitness and wellness programs to more than 4.5 million employees nationwide.,2010,143,RI,Coventry,"Providence-New Bedford-Fall River, RI-MA",14319184.61,5726408.31,8592776.31
555,Assuredcarbon,Financial Services,Provides practice management and marketing tools for financial advisors nationwide.,2010,23,FL,Summerfield,"Ocala, FL",11418608.82,7288392.08,4130216.73
556,Indignantant,Business Products & Services,"Provides comprehensive audio-visual services to businesses. Services include consulting, integrated systems and maintenance.",2011,14,NY,Hicksville,New York City,11084282.62,3602762.11,7481520.51
557,Annoyhog,Health,"An interactive health supplement retailer that distributes natural supplements through a secure and friendly interactive online shopping environment, offering daily free shipping on more than 45,000 products. Its staff works with a board of healthcare advisors, naturopaths and chiropractors to keep up to date with customers' needs and healthcare industry trends.",2009,90,FL,Medley,Miami,16749243.57,6567131.96,10182111.61
558,Dingalingflee,Retail,An e-commerce retailer that shows online video demonstrations of the home goods and electronics that it ships from its warehouse.,2011,44,IL,Tinley Park,Chicago,18557614.6,17607915.88,949698.72
559,Sawbeloved,Consumer Products & Services,A sport and social club that produces over 600 coed adult sports leagues in the US and abroad annually.,2013,7,CA,San Diego,San Diego,10480870.81,3868702.83,6612167.98
560,Equalityshape,Health,Offers patient-centered and technology-focused funding and asset management for hospitals and medical providers. Its goal is to provide continuity of care for under-insured accident victims.,2006,27,CO,Denver,Denver,7580130.22,8747495.62,-1167365.4
561,Kestrelpumpion,Financial Services,"A mortgage lender with retail, wholesale and correspondent business channels.",2011,1387,CA,Santa Ana,Los Angeles,8890814.22,8690076.51,200737.71
562,Mathassertive,IT Services,"Provides IT infrastructure engineering and support services to commercial customers, the federal government and the Department of Defense, including call center deployment and operations, virtual desktop infrastructure and IT logistics.",2007,102,VA,Chantilly,"Washington, DC",7144639.99,4214728.98,2929911.01
563,Annoyingsmack,Advertising & Marketing,A full-service marketing and public relations firm specializing in media relations for technology companies ranging in size from startups to enterprise-level.,2013,43,IL,Chicago,Chicago,14544160,4153306.88,10390853.12
564,Cockamamieergot,Real Estate,Uses team support and technology to sell residential real estate in the Midwest.,2010,10,KS,Overland Park,"Kansas City, MO-KS",10348525.9,9174461.98,1174063.92
565,Wightmuon,Retail,An online grass distributor that operates each of its divisions locally in order to ensure top quality product and delivery services.,2013,13,TX,San Antonio,"San Antonio, TX",8010329.07,9533425.79,-1523096.72
566,Optimismexterior,Construction,An open shop painting company providing painting contracting services to both the commercial and residential markets.,2009,28,IL,Bellwood,Chicago,10082186.93,5024756.42,5057430.52
567,Exteriorknowing,Business Products & Services,"A consulting and training company specializing in digital marketing and Google Analytics as well as SEO. It features a hybrid business model that combines consulting, training and resale of software as a service.",2010,18,PA,Pittsburgh,"Pittsburgh, PA",7146326,5041785.64,2104540.36
568,Sireunit,Advertising & Marketing,A full-service engagement agency that specializes in creating marketing opportunities that specifically target consumers using various mediums.,2008,40,NJ,Edgewater,New York City,12348973.98,5965269.07,6383704.91
569,Shovelerablaze,Construction,"Specializes in assessing and repairing storm damage to roofs, siding and gutters caused by wind and hail.",1999,150,IL,Downers Grove,Chicago,7611185.72,4560712.06,3050473.67
570,Taskspuzzled,Human Resources,"Develops and licenses staffing software and Web-based portal services that facilitate communication between recruiters, staffing agencies, employers and job candidates.",2008,84,MN,Eagan,Minneapolis,12058008.7,3085840.09,8972168.61
571,Posseratty,Retail,"Sells professional audio equipment for bands, Djs and churches created by the company.",2014,13,TN,Memphis,"Memphis, TN-MS-AR",11138005.73,1802165.44,9335840.3
572,Houryounger,Insurance,Buys unwanted life insurance policies and typically pays five to eight times more than the surrender value offered by the insurance company. GWG filed for an IPO in April 2014.,2009,32,MN,Minneapolis,Minneapolis,7065221.42,6492620.43,572600.99
573,Freezehouses,IT Services,"A veteran-owned IT provider with expertise in information operations, cybersecurity and logistics support services for combat systems and intelligence or surveillance operations.",2011,175,SC,Mount Pleasant,"Charleston-North Charleston, SC",10313865.43,6294282.28,4019583.15
574,Damedash,Construction,"Manufactures and markets wide-plank wood floors that offer the look, feel and longevity of old-world European surfaces.",2012,48,CA,San Diego,San Diego,6148159.09,7175976.2,-1027817.11
575,Valvespoon,Consumer Products & Services,"A membership-based scrapbooking center that sells scrapbooking and card-making kits, features the work of craft designers and provides online support and encouragement for scrapbook and crafts enthusiasts.",2013,45,KY,Bowling Green,"Bowling Green, KY",9134607.01,5533870.72,3600736.29
576,Weepingwhisky,Financial Services,"Works closely with clients to discover, design and implement customized wealth plans to meet individual goals. Krilogy currently has $300 million in fee-based assets under advisement.",2012,28,MO,St. Louis,"St. Louis, MO-IL",12794071.63,6433041.4,6361030.23
577,Gianttempting,IT Services,Provides IT services to mid-market and Fortune 500 companies focused on PeopleSoft/Oracle and systems application and products.,2001,6,GA,Woodstock,Atlanta,10209524.83,7744270.44,2465254.39
578,Vacuolesonerous,Consumer Products & Services,"Manufactures, distributes and sells all-natural dog treats and chews through its own e-commerce sites and through other retailers.",2012,87,VA,Henrico,"Richmond, VA",9881528.98,6256844.68,3624684.3
579,Winepizz,Business Products & Services,"Provides global staffing and consulting, business process outsourcing, supply chain optimization, and human capital management services.",2010,39,CA,Walnut Creek,San Francisco,10312357.14,6486141.21,3826215.93
580,Representpoppysmic,Consumer Products & Services,An e-tailer that makes and sells promotional items online.,2011,11,CA,Rancho Cordova,"Sacramento--Arden-Arcade--Roseville, CA",8777277.15,3498767.68,5278509.47
581,Christiecountry,Advertising & Marketing,"A full-service Internet marketing company offering expertise in SEO, Web design and inbound marketing services.",2010,52,PA,Harrisburg,"Harrisburg-Carlisle, PA",8325636.21,4608484.49,3717151.73
582,Frillyshaving,IT Services,"Provides IT Services and consulting support to federal, civilian and defense agencies.",2010,100,VA,Reston,"Washington, DC",10790514.92,2981097.55,7809417.37
583,Clawasked,IT Services,"An IT consultancy that offers training, staffing, development and support with networking, applications and hardware.",2012,270,NJ,Iselin,New York City,14292003.38,6694561.37,7597442
584,Formulasbreathless,Media,Offers digital media publications specializing in B2B marketing.,2011,32,NJ,Hasbrouck Heights,New York City,13254165.03,6487762.73,6766402.29
585,Crystringed,Retail,"Takes apart new TVs damaged during manufacturer-to-retailer shipping, sells the usable parts to technicians and consumers for repairs and recycles most of the remaining materials.",2014,90,MN,Burnsville,Minneapolis,12210126.34,4192856.79,8017269.55
586,Exactmunch,Software,"Builds SaaS applications that make it easy for companies with complex retail networks, such as those in the automotive and energy sectors, to pinpoint issues, determine how to improve them and evaluate their progress.",2009,26,TX,Austin,Austin,5888884.07,8513863.81,-2624979.75
587,Fatsodean,Telecommunications,"Offers VoIP, DS3 and telephone systems services.",2001,27,CA,long beach,Los Angeles,10311665.82,6953769.99,3357895.84
588,Scarygout,Consumer Products & Services,"Creates unique drinkware such as mugs, tumblers and kids' bottles.",2012,18,GA,Atlanta,Atlanta,9316549.43,6834069.12,2482480.32
589,Delaycarriage,Human Resources,"Provides recruitment services focused on technology, engineering, sales, marketing and executive positions.",2010,159,NC,Raleigh,"Raleigh-Cary, NC",12080718.48,4206490.53,7874227.95
590,Fatcoffle,Construction,"An architecture and design firm that builds customized public, commercial and residential projects in Oregon.",2011,28,OR,Portland,"Portland, OR",14142665.13,7095229.23,7047435.91
591,Charlesresearcher,Business Products & Services,"Offers meeting management and event technology services, having produced over 600 events in 40 countries in the last 15 years.",2011,44,WA,Vancouver,"Portland, OR",8993333.38,6489769.53,2503563.85
592,Adarabarr,Advertising & Marketing,Provides data powered lead generation for over 600 top B2B marketers using a database of millions of consumer purchase records.,2011,55,NY,New York,New York City,10575790.88,2499453.78,8076337.1
593,Fowlwagger,Food & Beverage,"Produces artisan-made, handcrafted Italian salumi products using all natural ingredients and traditional methods and distributes them in the United States.",2013,38,UT,Salt Lake City,Salt Lake City,16650483.18,4167270.77,12483212.41
594,Receivedhorn,Advertising & Marketing,"A digital marketing agency that focuses on extreme value creation for clients and partners. In special situations, it invests or co-invests in companies where digital marketing can change the business' growth curve.",2014,20,NC,Raleigh,"Raleigh-Cary, NC",14276686.44,6890104.46,7386581.97
595,Decoratorsdecipher,Construction,Specializes in full scale home renovations and remodeling such as kitchen and bath remodels and construction of additional rooms in northern Virginia.,2011,5,VA,Ashburn,"Washington, DC",12542872.32,5028192.64,7514679.68
596,Curlgadolinium,Media,A technology platform for live video streaming that offers limited free services and expanded pay services to allow users to easily broadcast and share live experiences in real time.,2009,177,CA,San Francisco,San Francisco,13619474.66,7023186.2,6596288.46
597,Ima,Advertising & Marketing,Helps marketing and sales organizations optimize revenue impact by increasing the quality and effectiveness of their marketing database.,2013,115,MA,Waltham,Boston,14169487.32,5216317.91,8953169.41
598,Semipermeability,Financial Services,Provides tailored banking and financial services to businesses and individuals in middle Tennessee.,2009,126,TN,Nashville,Nashville,11804611.2,373108.46,11431502.74
599,Hydrolytic,Business Products & Services,"Develops, owns and operates urban day conference centers in the United States. Business services include meeting and collaboration space rental, room service building catering and conference planning support.",2012,88,NY,New York,New York City,14457030.07,8066584.21,6390445.86
600,Delusive,Real Estate,"A commercial real estate development and management company that focuses on the turnaround of under-performing, strategically-located real estate assets.",2014,10,NY,Watertown,"Watertown-Fort Drum, NY",11048249.56,4953390.21,6094859.34
601,Unconsoling,Software,"A developer-driven interactive production shop that engineers and executes websites, social media and mobile apps.",2012,457,MN,Minneapolis,Minneapolis,15177832.98,2579251.53,12598581.45
602,Lipped,IT Services,"A federally-recognized Alaskan tribal-certified entity that provides network & systems engineering, program management and education services for both government and civilian entities.",2009,137,VA,Chantilly,"Washington, DC",10155313.4,3198020.03,6957293.37
603,Sweater,Health,"Provides healthcare information management, including IT services and electronic medical record consulting and support.",2014,403,OH,Westlake,Cleveland,11172088.05,3579299.66,7592788.39
604,Interpaving,Health,"A freestanding emergency room system that provides space, equipment and physicians for full, round-the-clock emergency services in Texas and Colorado.",2009,837,TX,Lewisville,Dallas,14865000.11,4452542.34,10412457.76
605,Chenopod,Real Estate,A 3rd party appraisal company that facilitates orders from mortgage companies and assigns them to appraisers on a rotating random panel to ensure objectivity.,2010,180,UT,West Jordan,Salt Lake City,10551310.42,4295912.11,6255398.31
606,Epiphyll,Consumer Products & Services,"Designs and sells goods for the home from organic, sustainable materials, including bamboo viscose and organic cotton towels, sheets and bathrobes.",2002,10,CA,City of Industry,Los Angeles,10660739.28,1256250.46,9404488.82
607,Age,Business Products & Services,"Owns websites that sell unique wire and cable, focusing on finding hard-to-get wire for customers who need it quickly and cannot get it locally.",2009,7,NY,Great Neck,New York City,15252550.77,5302042.12,9950508.65
